Unnamed: 0,Season,player_name,Age,Team(s),Minutes,Rotation Role,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,archetype,year_4,year_0,year_1,year_2,contract_length,total_contract_value,average_annual_value,current_year_salary,years_remaining,salary
167.0,2024-25,Joe Ingles,37.0,MIN,114.0,Garbage Time,Low Minute,Helper,0.1,-1.02,-0.66,-0.36,Low Minute / Helper,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
177.0,2024-25,Chris Boucher,32.0,TOR,862.0,Rotation,Movement Shooter,Low Activity,1.72,0.72,0.84,-0.12,Movement Shooter / Low Activity,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
384.0,2024-25,Chris Paul,39.0,SAS,2292.0,Starter,Shot Creator,Low Activity,3.68,0.1,0.25,-0.15,Shot Creator / Low Activity,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
244.0,2024-25,Kyle Lowry,38.0,PHI,659.0,Rotation,Movement Shooter,Helper,0.77,-0.6,-1.23,0.63,Movement Shooter / Helper,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
422.0,2024-25,Bones Hyland,24.0,LAC/MIN,239.0,Rotation,Shot Creator,Chaser,0.46,0.6,1.13,-0.53,Shot Creator / Chaser,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
164.0,2024-25,Garrett Temple,38.0,TOR,227.0,Garbage Time,Low Minute,Chaser,0.22,-0.87,-1.31,0.44,Low Minute / Chaser,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
166.0,2024-25,Doug McDermott,33.0,SAC,342.0,Garbage Time,Low Minute,Chaser,0.09,-2.04,-1.39,-0.65,Low Minute / Chaser,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
441.0,2024-25,Collin Gillespie,25.0,PHO,461.0,Rotation,Shot Creator,Point of Attack,1.09,1.3,1.3,0.0,Shot Creator / Point of Attack,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
482.0,2024-25,Josh Okogie,26.0,PHO/CHO,625.0,Rotation,Stationary Shooter,Wing Stopper,1.26,0.76,0.02,0.74,Stationary Shooter / Wing Stopper,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
495.0,2024-25,Jae'Sean Tate,29.0,HOU,588.0,Rotation,Stationary Shooter,Helper,0.44,-1.27,-1.62,0.35,Stationary Shooter / Helper,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
485.0,2024-25,Amir Coffey,27.0,LAC,1748.0,Key Rotation,Stationary Shooter,Chaser,1.22,-1.33,-0.92,-0.41,Stationary Shooter / Chaser,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
491.0,2024-25,Javonte Green,31.0,NOP/CLE,1258.0,Key Rotation,Stationary Shooter,Wing Stopper,0.55,-1.74,-2.1,0.36,Stationary Shooter / Wing Stopper,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
40.0,2024-25,Mason Plumlee,34.0,PHO,1300.0,Rotation,Athletic Finisher,Anchor Big,2.49,0.59,-1.15,1.74,Athletic Finisher / Anchor Big,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
38.0,2024-25,Bismack Biyombo,32.0,SAS,528.0,Rotation,Athletic Finisher,Mobile Big,0.47,-1.03,-2.66,1.63,Athletic Finisher / Mobile Big,2296274.0,,,,1,2296274.0,2296274.0,2296274.0,0,2296274.0
517.0,2024-25,Pelle Larsson,23.0,MIA,782.0,Rotation,Stationary Shooter,Chaser,0.74,-0.94,-1.47,0.53,Stationary Shooter / Chaser,,2296271.0,,,1,2296271.0,2296271.0,2296271.0,0,2296271.0
267.0,2024-25,Jamison Battle,23.0,TOR,1042.0,Rotation,Off Screen Shooter,Low Activity,0.21,-2.12,-1.32,-0.81,Off Screen Shooter / Low Activity,,2296271.0,,,1,2296271.0,2296271.0,2296271.0,0,2296271.0
91.0,2024-25,JD Davison,22.0,BOS,93.0,Garbage Time,Low Minute,Point of Attack,0.1,-0.65,-0.44,-0.21,Low Minute / Point of Attack,2270735.0,,,,1,2270735.0,2270735.0,2270735.0,0,2270735.0
127.0,2024-25,Hunter Tyson,24.0,DEN,400.0,Garbage Time,Low Minute,Helper,0.08,-2.13,-1.96,-0.17,Low Minute / Helper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
510.0,2024-25,Toumani Camara,24.0,POR,2548.0,Starter,Stationary Shooter,Wing Stopper,2.69,-0.76,-1.23,0.47,Stationary Shooter / Wing Stopper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
109.0,2024-25,Rayan Rupert,20.0,POR,460.0,Garbage Time,Low Minute,Point of Attack,-0.05,-2.63,-2.28,-0.34,Low Minute / Point of Attack,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
204.0,2024-25,Gui Santos,22.0,GSW,762.0,Rotation,Movement Shooter,Helper,0.61,-1.17,-1.25,0.08,Movement Shooter / Helper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
232.0,2024-25,Ricky Council IV,23.0,PHI,1250.0,Rotation,Movement Shooter,Helper,0.8,-1.43,-0.18,-1.25,Movement Shooter / Helper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
358.0,2024-25,Jalen Pickett,25.0,DEN,666.0,Rotation,Secondary Ball Handler,Point of Attack,0.46,-1.35,-0.94,-0.42,Secondary Ball Handler / Point of Attack,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
513.0,2024-25,Julian Phillips,21.0,CHI,1123.0,Rotation,Stationary Shooter,Helper,0.77,-1.35,-1.34,-0.01,Stationary Shooter / Helper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
500.0,2024-25,Jalen Wilson,24.0,BRK,2031.0,Key Rotation,Stationary Shooter,Helper,-0.6,-2.93,-1.72,-1.21,Stationary Shooter / Helper,2221677.0,,,,1,2221677.0,2221677.0,2221677.0,0,2221677.0
511.0,2024-25,Jaylen Clark,23.0,MIN,522.0,Rotation,Stationary Shooter,Point of Attack,0.38,-1.28,-1.47,0.2,Stationary Shooter / Point of Attack,2191897.0,,,,1,2191897.0,2191897.0,2191897.0,0,2191897.0
215.0,2024-25,Tyrese Martin,25.0,BRK,1315.0,Key Rotation,Movement Shooter,Chaser,0.41,-1.95,-1.04,-0.91,Movement Shooter / Chaser,2191897.0,,,,1,2191897.0,2191897.0,2191897.0,0,2191897.0
150.0,2024-25,Isaac Jones,24.0,SAC,304.0,Garbage Time,Low Minute,Helper,0.22,-1.27,-1.76,0.49,Low Minute / Helper,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
35.0,2024-25,Jonathan Mogbo,23.0,TOR,1286.0,Key Rotation,Athletic Finisher,Helper,0.92,-1.3,-2.06,0.76,Athletic Finisher / Helper,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
322.0,2024-25,Jamal Shead,22.0,TOR,1467.0,Rotation,Primary Ball Handler,Point of Attack,0.32,-2.1,-1.55,-0.55,Primary Ball Handler / Point of Attack,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
551.0,2024-25,Drew Timme,24.0,BRK,254.0,Starter,Stretch Big,Mobile Big,0.28,-0.68,-0.52,-0.16,Stretch Big / Mobile Big,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
347.0,2024-25,Karlo Matković,23.0,NOP,791.0,Rotation,Roll + Cut Big,Mobile Big,0.59,-1.27,-2.07,0.81,Roll + Cut Big / Mobile Big,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
139.0,2024-25,Keshad Johnson,23.0,MIA,98.0,Garbage Time,Low Minute,Helper,0.14,-0.15,-0.81,0.66,Low Minute / Helper,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
523.0,2024-25,Quinten Post,24.0,GSW,686.0,Rotation,Stationary Shooter,Mobile Big,1.06,0.01,-0.29,0.29,Stationary Shooter / Mobile Big,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
78.0,2024-25,Ariel Hukporti,22.0,NYK,217.0,Garbage Time,Low Minute,Anchor Big,0.06,-2.03,-2.94,0.91,Low Minute / Anchor Big,1955377.0,,,,1,1955377.0,1955377.0,1955377.0,0,1955377.0
81.0,2024-25,E.J. Liddell,24.0,CHI,53.0,Garbage Time,Low Minute,Helper,0.08,-0.03,-0.31,0.28,Low Minute / Helper,1413796.0,,,,1,1413796.0,1413796.0,1413796.0,0,1413796.0
29.0,2024-25,Olivier-Maxence Prosper,22.0,DAL,584.0,Rotation,Athletic Finisher,Helper,0.78,-0.32,-0.4,0.07,Athletic Finisher / Helper,3007080.0,1002360.0,,,2,4009440.0,2004720.0,1002360.0,1,1002360.0
61.0,2024-25,James Wiseman,23.0,IND,5.0,Too Few Games,Low Minute,Helper,0.01,-0.42,-0.05,-0.37,Low Minute / Helper,1000000.0,,,,1,1000000.0,1000000.0,1000000.0,0,1000000.0
119.0,2024-25,Jordan Walsh,20.0,BOS,403.0,Garbage Time,Low Minute,Low Activity,0.05,-2.25,-2.73,0.48,Low Minute / Low Activity,200000.0,,,,1,200000.0,200000.0,200000.0,0,200000.0
198.0,2024-25,Jaden Springer,22.0,BOS/UTA,365.0,Garbage Time,Movement Shooter,Point of Attack,0.48,-0.34,-0.69,0.35,Movement Shooter / Point of Attack,70732.0,,,,1,70732.0,70732.0,70732.0,0,70732.0
