GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1628384-1628973-,O. Anunoby - J. Brunson,1610612752,NYK,58,35,23,0.603,31.0,28.0,56.2,0.498,7.8,20.9,0.376,11.1,13.8,0.804,6.8,20.1,26.9,17.6,8.4,4.8,2.2,2.9,10.2,12.9,75.0,3.4,302,265,4691,1591,1,5,3,993,48,43,1640,14,19,1685,27,7,5,8,5312,64,246,5275,5289,2,5,415,5392715
Lineups,-202696-203897-,N. Vučević - Z. LaVine,1610612741,CHI,41,17,24,0.415,30.9,29.0,59.2,0.49,10.4,26.1,0.4,8.9,11.0,0.809,5.9,23.7,29.6,19.7,9.5,4.9,2.4,2.9,10.3,9.7,77.3,0.1,767,977,4755,3116,2,2,1,1218,2,4,899,119,124,1538,96,1,1,4,5323,55,166,5271,5298,96,2,2133,3805435
Lineups,-1628969-1628973-,M. Bridges - J. Brunson,1610612752,NYK,65,40,25,0.615,30.7,27.6,56.2,0.491,7.3,20.4,0.358,11.2,14.0,0.804,6.7,19.6,26.4,17.4,8.4,4.8,2.3,3.2,10.3,12.8,73.6,1.3,151,137,4814,1506,3,9,4,1192,77,51,2343,10,15,1704,29,16,12,11,5313,56,227,5306,5296,4,7,1246,5992720
Lineups,-1628404-1628969-,J. Hart - M. Bridges,1610612752,NYK,77,48,29,0.623,30.6,27.6,55.8,0.495,7.4,20.3,0.365,10.8,13.4,0.804,6.7,19.9,26.6,17.9,8.4,5.0,2.2,3.4,10.4,12.3,73.5,2.2,13,39,5033,1474,4,7,6,1056,70,54,2089,22,26,1702,30,9,8,6,5309,39,241,5315,5306,7,8,812,7063390
Lineups,-1628404-1628973-,J. Hart - J. Brunson,1610612752,NYK,61,38,23,0.623,30.5,27.6,55.2,0.5,7.1,19.6,0.361,11.2,13.9,0.805,6.6,19.4,26.0,17.1,8.4,4.8,2.1,3.3,10.5,12.8,73.4,1.1,238,180,4691,1476,6,8,8,968,97,73,2249,12,18,1668,38,20,14,16,5311,62,319,5311,5307,3,9,1349,5576675
Lineups,-1626162-1630178-,K. Oubre Jr. - T. Maxey,1610612755,PHI,48,19,29,0.396,30.5,25.8,55.4,0.465,8.6,23.4,0.366,11.5,14.5,0.791,6.2,18.0,24.2,14.7,8.0,6.5,2.5,3.2,11.9,12.3,71.6,-1.8,545,871,5033,3262,5,17,7,2295,21,13,2047,6,7,2125,64,59,50,63,5298,1,134,5308,5324,6,11,3883,4392905
Lineups,-203999-1631128-,N. Jokić - C. Braun,1610612743,DEN,69,45,24,0.652,30.3,30.6,56.9,0.537,8.0,19.4,0.412,12.3,15.6,0.787,7.1,21.6,28.7,21.9,8.0,5.1,2.7,3.1,10.0,12.2,81.4,7.9,85,56,4755,1278,7,1,2,377,45,80,731,4,4,2234,8,3,2,1,5287,34,107,5301,5280,8,1,46,6275575
Lineups,-1626157-1628404-,K. Towns - J. Hart,1610612752,NYK,68,44,24,0.647,29.7,27.8,55.0,0.505,7.4,19.9,0.374,10.7,13.4,0.804,6.3,19.9,26.1,18.1,7.6,4.8,2.2,3.4,10.3,12.2,73.7,4.9,103,70,4755,1298,8,6,9,711,68,67,1743,23,28,1697,56,8,13,5,5272,63,268,5316,5295,9,6,204,6058030
Lineups,-1628368-1631099-,D. Fox - K. Murray,1610612758,SAC,42,19,23,0.452,29.6,26.4,56.0,0.472,6.9,21.1,0.328,11.0,13.9,0.795,6.6,20.8,27.3,16.2,7.7,4.4,2.8,2.9,11.5,11.6,70.8,0.2,740,871,4691,2850,9,13,5,1978,120,35,3463,16,17,2024,40,4,4,27,5276,106,89,5274,5321,16,14,2058,3732435
Lineups,-1628384-1628969-,O. Anunoby - M. Bridges,1610612752,NYK,74,45,29,0.608,29.6,26.8,54.3,0.493,7.5,20.1,0.371,10.1,12.7,0.799,6.5,19.4,25.9,17.4,7.9,4.9,2.4,3.0,9.8,11.8,71.1,3.0,29,56,5033,1567,10,11,11,1131,65,59,1874,42,42,1906,41,23,16,9,5283,51,180,5297,5262,14,12,566,6561670
Lineups,-201942-1627734-,D. DeRozan - D. Sabonis,1610612758,SAC,67,35,32,0.522,29.3,27.1,54.8,0.495,7.3,20.0,0.363,10.5,12.7,0.828,6.3,20.5,26.7,16.7,7.9,4.6,2.4,2.6,10.8,11.0,72.1,3.0,116,265,5128,2125,11,10,10,1064,80,61,2178,30,41,1117,55,5,7,21,5282,74,181,5212,5317,26,10,569,5890035
Lineups,-201572-203081-,B. Lopez - D. Lillard,1610612749,MIL,58,32,26,0.552,29.1,25.6,52.6,0.487,8.7,22.6,0.384,10.7,13.9,0.77,4.9,22.0,26.8,15.4,8.0,3.7,3.1,2.4,10.5,12.0,70.7,1.3,302,350,4887,1985,12,21,16,1305,18,18,1390,24,16,2754,260,2,6,43,5296,236,44,5141,5310,11,15,1243,5069315
Lineups,-1628384-1628404-,O. Anunoby - J. Hart,1610612752,NYK,72,44,28,0.611,29.1,26.0,53.0,0.492,7.3,19.5,0.372,10.1,12.7,0.796,6.5,19.0,25.5,17.0,7.9,4.7,2.3,3.1,9.9,11.8,69.4,1.8,44,70,4989,1541,13,14,15,1151,81,74,1832,45,43,1980,43,28,20,18,5286,67,235,5299,5266,13,18,999,6285570
Lineups,-1626157-1628969-,K. Towns - M. Bridges,1610612752,NYK,72,46,26,0.639,28.2,26.5,52.5,0.504,6.9,18.7,0.371,10.0,12.5,0.798,6.0,18.6,24.7,17.3,7.3,4.5,1.9,3.3,9.7,11.6,69.9,4.1,44,53,4887,1344,14,12,17,725,119,111,1884,49,49,1930,74,45,40,13,5249,83,428,5312,5252,17,17,264,6082275
Lineups,-203076-1630559-,A. Davis - A. Reaves,1610612747,LAL,37,22,15,0.595,28.0,24.4,49.4,0.493,6.8,18.4,0.37,11.3,14.1,0.799,5.1,19.5,24.6,16.4,8.0,4.5,3.0,2.4,8.8,11.7,66.8,1.3,911,704,4016,1712,15,38,41,1133,126,131,1913,8,11,1898,198,19,43,24,5287,80,47,5159,5185,15,30,1265,3111895
Lineups,-201935-1627826-,J. Harden - I. Zubac,1610612746,LAC,78,50,28,0.641,28.0,25.1,50.2,0.5,7.1,18.6,0.381,10.1,12.5,0.806,6.1,19.7,25.8,15.8,8.7,5.7,2.4,2.4,9.6,10.5,67.3,5.8,11,22,4989,1334,16,26,33,789,95,126,1461,44,48,1654,70,14,18,33,5318,12,177,5156,5244,47,26,111,6557615
Lineups,-203999-1629008-,N. Jokić - M. Porter Jr.,1610612743,DEN,66,43,23,0.652,28.0,28.5,53.2,0.536,7.5,18.2,0.415,10.6,13.6,0.78,6.7,19.8,26.5,20.5,7.6,4.5,2.6,2.8,8.9,10.8,75.2,7.0,130,85,4691,1283,17,4,14,378,62,142,686,28,20,2471,32,11,10,2,5270,96,126,5264,5192,34,4,68,5543380
Lineups,-201942-1628368-,D. DeRozan - D. Fox,1610612758,SAC,40,19,21,0.475,27.9,25.8,53.4,0.483,6.3,19.2,0.328,10.0,12.3,0.816,6.0,19.2,25.2,15.6,6.9,4.2,2.3,2.8,10.6,10.6,68.0,0.1,801,871,4567,2697,19,16,13,1451,182,91,3468,47,56,1384,91,25,29,39,5200,130,217,5256,5313,42,23,2149,3344815
Lineups,-203999-1627750-,N. Jokić - J. Murray,1610612743,DEN,58,38,20,0.655,27.9,28.6,53.5,0.534,7.6,18.6,0.411,10.8,13.5,0.802,6.7,19.7,26.4,19.8,6.8,4.5,2.4,2.7,8.9,10.9,75.6,6.7,302,180,4497,1261,18,3,12,396,59,124,744,19,24,1729,35,13,11,3,5180,95,189,5235,5190,29,3,70,4857020
Lineups,-1628378-1630596-,D. Mitchell - E. Mobley,1610612739,CLE,62,49,13,0.79,27.7,25.9,52.3,0.494,9.3,23.9,0.39,9.8,12.5,0.786,6.1,19.7,25.9,15.7,7.4,4.9,2.8,2.5,10.4,10.8,70.9,6.8,212,29,3741,658,22,15,18,1089,6,9,1206,58,51,2304,69,12,17,35,5258,52,81,5182,5305,36,13,69,5154515
Lineups,-1626157-1628384-,K. Towns - O. Anunoby,1610612752,NYK,65,41,24,0.631,27.7,25.8,51.4,0.501,7.1,19.0,0.374,9.5,11.9,0.801,5.8,18.5,24.3,17.1,7.0,4.3,2.1,3.1,9.2,11.4,68.1,3.8,151,114,4755,1407,20,18,23,786,93,99,1761,76,75,1759,101,48,49,15,5209,109,306,5302,5222,21,21,336,5407160
Lineups,-203897-1631099-,Z. LaVine - K. Murray,1610612758,SAC,29,12,17,0.414,27.7,24.7,50.3,0.491,7.3,19.3,0.38,8.6,10.5,0.816,5.3,20.1,25.4,15.1,7.9,3.5,2.4,2.2,10.1,9.7,65.3,-1.7,1269,1467,4262,3120,21,31,31,1185,75,85,1499,138,160,1383,170,6,23,50,5284,281,167,5089,5285,101,38,3822,2412325
Lineups,-201942-1631099-,D. DeRozan - K. Murray,1610612758,SAC,71,34,37,0.479,27.5,25.2,51.3,0.491,6.9,18.9,0.364,9.6,11.6,0.827,5.6,19.6,25.3,15.5,7.1,3.9,2.4,2.5,10.2,10.2,66.8,1.6,59,296,5237,2674,23,24,25,1168,123,105,2106,69,97,1143,124,15,25,40,5222,186,195,5196,5290,67,29,1084,5866810
Lineups,-201942-203897-,D. DeRozan - Z. LaVine,1610612758,SAC,32,14,18,0.438,27.5,24.4,49.5,0.492,7.2,18.8,0.383,9.4,11.3,0.826,5.5,18.6,24.0,14.3,7.4,3.2,2.4,2.1,10.0,10.0,65.3,-1.6,1101,1247,4350,2946,25,37,38,1146,86,110,1406,84,112,1155,149,47,55,76,5256,373,159,5043,5273,81,37,3738,2637180
Lineups,-1627759-1628401-,J. Brown - D. White,1610612738,BOS,60,44,16,0.733,27.5,24.5,51.2,0.479,10.4,26.7,0.389,9.1,11.5,0.797,5.8,19.4,25.2,16.1,6.7,3.8,3.3,1.9,9.4,10.5,68.6,5.1,261,70,4143,854,26,35,26,1638,3,3,1235,96,107,1965,106,21,30,28,5163,223,23,4863,5229,50,20,166,4944440
Lineups,-1629673-1641731-,J. Poole - B. Coulibaly,1610612764,WAS,50,11,39,0.22,27.5,22.5,51.5,0.438,7.8,23.3,0.334,9.1,11.8,0.772,5.6,19.1,24.7,14.3,9.2,4.9,3.2,2.9,11.8,11.1,62.0,-7.5,483,1599,5266,4262,24,70,22,3499,52,14,3158,99,79,2711,128,26,39,80,5322,49,32,5266,5323,24,71,5243,4121070
Lineups,-201142-1626164-,K. Durant - D. Booker,1610612756,PHX,56,32,24,0.571,27.4,24.6,48.5,0.506,8.1,20.1,0.405,9.7,11.7,0.832,4.7,19.4,24.1,16.8,8.2,3.7,2.5,1.9,10.5,10.9,66.9,0.5,351,350,4755,1843,27,34,52,691,31,60,830,61,90,1081,309,22,54,19,5302,230,149,4893,5311,32,27,1792,4608630
Lineups,-1626181-1627826-,N. Powell - I. Zubac,1610612746,LAC,59,39,20,0.661,27.4,25.0,49.7,0.503,7.1,17.9,0.398,9.4,12.0,0.785,5.7,19.4,25.1,15.7,8.5,5.6,2.3,2.4,9.5,10.5,66.5,5.6,283,163,4497,1244,28,28,36,748,90,155,1024,83,69,2312,111,24,33,36,5316,15,198,5138,5235,49,31,121,4845835
Lineups,-1627749-1630530-,D. Murray - T. Murphy III,1610612740,NOP,26,7,19,0.269,27.3,23.2,51.7,0.448,7.0,20.3,0.343,11.2,14.2,0.788,7.0,16.8,23.7,14.2,8.0,5.6,3.3,2.8,10.6,10.7,64.4,-5.6,1485,2213,4436,4001,29,53,20,3083,113,55,2897,13,10,2204,20,102,60,89,5287,16,22,5253,5314,41,44,5106,2132765
Lineups,-1629027-1630552-,T. Young - J. Johnson,1610612737,ATL,34,17,17,0.5,27.2,25.2,52.2,0.484,7.2,19.5,0.369,12.4,15.9,0.779,6.9,18.9,25.7,17.2,8.9,5.5,3.5,3.7,10.5,12.6,70.0,2.9,1012,977,4262,2195,30,23,19,1436,88,76,1958,3,3,2483,22,34,19,14,5320,17,20,5319,5309,5,16,589,2770670
Lineups,-1630162-1630183-,A. Edwards - J. McDaniels,1610612750,MIN,79,48,31,0.608,27.1,22.7,48.7,0.466,8.1,21.6,0.376,9.7,12.4,0.784,6.5,18.9,25.4,13.7,8.1,4.4,2.8,2.4,9.9,10.7,63.2,1.5,7,39,5099,1571,31,66,50,2273,33,30,1644,60,53,2332,44,31,24,113,5300,107,80,5170,5264,38,59,1133,6434040
Lineups,-1627832-1628415-,F. VanVleet - D. Brooks,1610612745,HOU,56,38,18,0.679,27.1,22.6,51.3,0.44,7.0,19.9,0.352,10.3,13.6,0.756,7.0,18.2,25.2,12.7,6.8,4.8,2.6,3.0,10.9,11.5,62.4,2.2,351,180,4350,1035,32,69,24,3417,102,66,2608,36,22,3120,9,56,28,165,5172,58,114,5296,5318,19,67,808,4549300
Lineups,-1627749-1630529-,D. Murray - H. Jones,1610612740,NOP,17,4,13,0.235,27.0,22.9,49.5,0.464,6.3,18.7,0.336,10.7,13.1,0.82,6.0,16.4,22.4,14.5,8.6,5.7,3.0,2.5,10.4,10.2,62.9,-3.8,2214,2894,3741,4209,34,58,39,2388,186,112,3117,25,35,1291,76,120,91,72,5317,11,48,5178,5301,65,63,4807,1376990
Lineups,-1627734-1631099-,D. Sabonis - K. Murray,1610612758,SAC,64,32,32,0.5,27.0,24.7,50.4,0.489,6.6,18.8,0.352,9.5,11.6,0.819,5.6,19.6,25.2,15.6,7.3,4.1,2.1,2.4,10.3,10.0,65.4,2.2,171,350,5128,2195,33,32,29,1223,141,109,2606,79,96,1304,129,17,27,37,5238,151,320,5139,5294,73,36,801,5184125
Lineups,-201935-1626181-,J. Harden - N. Powell,1610612746,LAC,58,39,19,0.672,27.0,24.3,48.8,0.499,7.1,18.3,0.384,10.0,12.6,0.794,5.8,18.9,24.8,15.4,8.3,5.4,2.4,2.2,9.9,10.6,65.7,5.3,302,163,4436,1046,35,39,49,981,98,134,1382,46,44,2043,97,30,36,45,5305,21,189,5063,5265,45,34,141,4697265
Lineups,-203944-1630162-,J. Randle - A. Edwards,1610612750,MIN,69,44,25,0.638,27.0,22.8,48.1,0.475,8.1,21.4,0.381,9.8,12.6,0.778,6.0,18.7,24.7,14.0,8.0,4.3,2.7,2.4,9.7,10.8,63.6,2.0,85,70,4814,1349,36,62,58,1833,30,31,1467,55,45,2502,75,39,37,96,5297,118,101,5166,5247,35,54,854,5586720
Lineups,-1626167-1630169-,M. Turner - T. Haliburton,1610612754,IND,65,41,24,0.631,26.9,24.1,49.1,0.492,8.3,21.2,0.392,9.4,12.1,0.783,4.6,18.7,23.3,16.6,6.8,4.1,3.3,2.2,9.6,10.2,66.0,3.4,151,114,4755,1407,37,40,43,1147,25,34,1175,80,59,2367,313,41,72,22,5173,152,28,5086,5242,64,33,423,5250565
Lineups,-203497-1630162-,R. Gobert - A. Edwards,1610612750,MIN,70,42,28,0.6,26.9,22.8,48.3,0.473,8.2,20.9,0.392,9.1,11.6,0.781,6.6,18.9,25.5,13.8,8.4,4.3,3.0,2.4,9.5,10.5,62.9,3.7,69,100,4989,1599,38,61,55,1943,29,40,1173,102,95,2436,36,33,21,107,5310,116,48,5161,5234,52,62,344,5651640
Lineups,-1627734-1628368-,D. Sabonis - D. Fox,1610612758,SAC,42,20,22,0.476,26.8,25.0,51.0,0.491,6.2,18.6,0.333,9.9,12.0,0.822,5.8,18.7,24.5,15.5,7.0,4.2,2.0,2.4,10.4,10.4,66.2,2.6,740,814,4623,2687,39,27,27,1170,197,122,3372,53,61,1250,100,40,47,41,5207,122,344,5151,5304,53,32,654,3378840
Lineups,-1628386-1629636-,J. Allen - D. Garland,1610612739,CLE,75,60,15,0.8,26.6,25.3,50.3,0.503,8.5,21.8,0.391,9.6,12.0,0.803,6.2,18.9,25.1,16.5,7.5,4.8,2.1,2.3,9.6,10.7,68.8,5.2,23,1,4016,584,41,22,30,752,22,24,1201,68,71,1720,57,32,31,23,5267,60,307,5125,5243,39,19,154,5990700
Lineups,-2544-1630559-,L. James - A. Reaves,1610612747,LAL,64,41,23,0.641,26.6,23.1,47.0,0.493,7.1,19.8,0.36,10.6,13.2,0.804,4.7,18.2,22.9,15.1,7.7,4.0,2.3,2.3,8.7,10.9,64.0,0.2,171,114,4691,1338,42,55,71,1137,92,70,2301,29,30,1707,294,54,84,49,5275,159,213,5114,5177,31,47,2089,5103345
Lineups,-203897-1627734-,Z. LaVine - D. Sabonis,1610612758,SAC,24,12,12,0.5,26.6,23.8,48.4,0.491,6.8,18.4,0.372,8.0,10.0,0.799,5.5,19.0,24.5,14.2,8.0,3.3,2.2,2.1,9.8,9.1,62.3,-2.4,1622,1467,3591,2195,40,46,54,1173,124,132,1836,198,203,1899,134,29,47,86,5287,349,274,5021,5261,148,68,4252,1917825
Lineups,-1627827-1629661-,D. Finney-Smith - C. Johnson,1610612751,BKN,19,7,12,0.368,26.5,22.7,45.9,0.494,9.2,22.2,0.413,10.2,12.1,0.843,4.0,16.3,20.3,15.5,8.2,4.1,2.3,2.8,12.6,10.7,64.7,3.5,2022,2213,3591,3414,43,65,88,1091,9,22,702,40,60,866,484,126,178,42,5301,140,212,5261,5325,37,42,404,1512510
Lineups,-202699-1630595-,T. Harris - C. Cunningham,1610612765,DET,65,36,29,0.554,26.5,24.6,49.5,0.498,6.6,17.6,0.378,9.1,11.8,0.771,6.2,19.1,25.3,14.9,8.5,4.2,3.0,2.9,10.5,9.9,65.0,2.3,151,239,5033,1983,44,33,40,994,138,164,1570,98,78,2726,65,27,26,57,5314,123,46,5273,5312,83,40,744,5165495
Lineups,-1628389-1629639-,B. Adebayo - T. Herro,1610612748,MIA,74,36,38,0.486,26.4,22.1,47.2,0.468,7.7,20.5,0.374,8.6,10.7,0.802,5.3,18.2,23.5,14.4,7.4,4.4,2.0,2.4,8.4,9.0,60.4,0.9,29,239,5256,2630,45,79,68,2167,58,46,1764,139,153,1730,167,55,68,75,5252,108,408,5164,5155,155,84,1507,5870620
Lineups,-203468-1630530-,C. McCollum - T. Murphy III,1610612740,NOP,45,13,32,0.289,26.4,23.6,50.6,0.467,7.0,19.4,0.358,9.6,12.3,0.782,6.7,17.5,24.1,14.7,7.5,4.5,3.2,2.9,9.9,9.8,63.8,-3.0,635,1349,5128,3901,46,48,28,2193,117,79,2363,65,54,2403,32,74,52,62,5262,97,33,5267,5270,87,51,4500,3558825
Lineups,-202331-1630178-,P. George - T. Maxey,1610612755,PHI,34,14,20,0.412,26.3,21.8,47.1,0.462,7.9,20.3,0.39,11.1,13.2,0.836,5.2,16.0,21.2,12.4,7.4,6.2,2.2,2.5,9.8,10.9,62.6,-0.2,1012,1247,4497,3130,47,85,69,2441,47,56,1207,15,29,969,180,145,141,184,5253,3,252,5178,5260,30,64,2543,2680015
Lineups,-1627750-1629008-,J. Murray - M. Porter Jr.,1610612743,DEN,64,38,26,0.594,26.2,25.7,49.6,0.517,7.0,17.4,0.399,9.3,11.7,0.79,6.2,18.4,24.6,17.3,6.8,4.0,2.6,2.8,8.5,10.0,67.5,3.9,171,180,4887,1720,49,20,37,534,118,171,1004,90,87,2139,60,51,41,12,5179,182,120,5246,5165,82,25,320,5027125
Lineups,-1628983-1629652-,S. Gilgeous-Alexander - L. Dort,1610612760,OKC,70,57,13,0.814,26.2,25.1,51.5,0.488,8.0,21.0,0.383,9.2,11.3,0.817,6.1,18.5,24.5,14.5,6.0,5.9,3.5,2.6,11.0,9.9,67.5,8.1,69,4,3741,564,48,25,21,1286,36,36,1417,92,114,1378,72,49,44,71,5038,8,21,5215,5320,84,24,39,5506015
Lineups,-1629614-1630169-,A. Nembhard - T. Haliburton,1610612754,IND,57,40,17,0.702,26.1,23.8,48.2,0.495,7.8,20.5,0.38,9.0,11.3,0.796,4.4,18.0,22.3,16.7,6.1,4.6,3.1,2.1,9.1,10.0,64.5,4.8,327,137,4262,959,52,45,57,1077,51,49,1512,106,113,1984,376,61,92,20,5061,79,42,5026,5217,74,43,209,4460345
Lineups,-1627750-1631128-,J. Murray - C. Braun,1610612743,DEN,66,40,26,0.606,26.1,25.7,49.0,0.525,7.0,17.1,0.41,9.6,11.8,0.808,5.8,18.1,23.9,17.4,6.7,4.2,2.2,2.7,8.4,9.7,68.0,4.4,130,137,4887,1582,50,19,46,458,104,192,763,70,77,1569,99,57,56,10,5162,121,243,5239,5150,98,22,238,5172455
Lineups,-1628369-1628401-,J. Tatum - D. White,1610612738,BOS,68,51,17,0.75,26.1,22.8,48.9,0.467,10.0,26.8,0.374,8.5,10.7,0.799,5.4,18.7,24.1,14.7,6.2,3.7,3.1,1.8,8.4,9.3,64.2,5.7,103,16,4262,746,51,60,48,2182,4,2,1772,141,150,1903,151,42,53,61,5088,244,39,4781,5156,138,45,113,5328490
Lineups,-203081-203507-,D. Lillard - G. Antetokounmpo,1610612749,MIL,51,29,22,0.569,26.0,23.2,46.6,0.497,7.0,18.6,0.377,10.4,14.5,0.719,4.6,19.9,24.5,14.0,7.0,3.6,2.6,2.2,9.8,11.5,63.7,2.8,460,447,4623,1909,56,52,77,1004,101,118,1615,33,8,3912,312,10,46,95,5205,251,113,5056,5263,18,53,601,3977055
Lineups,-1627832-1630578-,F. VanVleet - A. Sengun,1610612745,HOU,58,41,17,0.707,26.0,22.6,50.1,0.451,6.7,19.2,0.347,9.6,12.6,0.765,7.2,17.6,24.8,12.8,6.5,4.5,2.5,3.0,9.7,10.9,61.5,3.8,302,114,4262,941,57,68,34,2959,135,88,2780,66,46,2877,6,69,34,159,5134,81,136,5295,5246,28,73,331,4518510
Lineups,-202710-1641764-,J. Butler III - B. Podziemski,1610612744,GSW,25,19,6,0.76,26.0,21.4,47.8,0.448,8.3,23.5,0.354,12.0,14.2,0.848,6.2,17.6,23.8,16.3,6.9,6.0,2.3,2.6,8.3,11.9,63.2,9.1,1558,871,2374,739,53,105,59,3064,26,10,2526,5,9,794,62,70,59,26,5197,4,210,5209,5141,12,60,22,1952620
Lineups,-203484-1631094-,K. Caldwell-Pope - P. Banchero,1610612753,ORL,43,20,23,0.465,26.0,20.7,46.4,0.445,5.9,17.9,0.331,9.9,12.9,0.767,5.9,17.3,23.3,12.0,7.1,4.2,2.8,2.3,10.3,10.9,57.1,-0.9,701,814,4691,2759,54,134,78,3201,248,154,3404,51,39,2828,93,79,75,224,5224,127,87,5106,5300,27,117,3130,3356265
Lineups,-1629023-1629029-,P. Washington - L. Dončić,1610612742,DAL,16,12,4,0.75,26.0,24.5,49.3,0.497,8.0,20.3,0.395,9.9,13.2,0.749,6.6,18.0,24.6,14.6,7.0,5.4,3.0,1.6,10.9,10.6,66.9,6.3,2322,1467,1779,746,55,36,42,1002,39,57,1095,54,32,3419,37,60,41,69,5209,24,48,4553,5319,42,28,80,1247910
Lineups,-1628415-1630224-,D. Brooks - J. Green,1610612745,HOU,75,49,26,0.653,25.9,22.5,49.8,0.452,6.6,18.8,0.351,8.9,12.0,0.746,7.2,17.9,25.1,12.2,6.9,4.4,2.5,3.2,10.1,10.2,60.5,1.5,23,29,4887,1276,59,72,35,2932,142,107,2651,116,67,3453,7,64,32,209,5197,104,150,5307,5284,66,82,1132,5826400
Lineups,-202695-1627826-,K. Leonard - I. Zubac,1610612746,LAC,37,26,11,0.703,25.9,24.9,47.3,0.527,6.4,15.8,0.405,8.0,10.0,0.798,4.9,18.7,23.7,15.9,6.8,5.5,2.5,2.0,8.0,9.2,64.2,8.0,911,536,3419,952,58,29,64,442,171,265,833,179,194,1934,247,38,61,32,5168,20,154,4910,5110,140,46,40,2877195
Lineups,-1629027-1630700-,T. Young - D. Daniels,1610612737,ATL,72,34,38,0.472,25.9,24.1,50.2,0.48,7.1,19.4,0.366,9.8,12.5,0.784,6.9,17.3,24.2,16.3,8.5,5.8,2.8,3.0,9.7,10.3,65.1,0.2,44,296,5256,2712,60,41,32,1629,94,81,2062,56,47,2336,23,80,51,25,5315,10,88,5294,5249,60,39,2039,5585575
Lineups,-203468-1630529-,C. McCollum - H. Jones,1610612740,NOP,20,5,15,0.25,25.8,23.2,47.7,0.485,6.6,18.0,0.368,8.3,10.9,0.765,5.7,15.9,21.6,14.3,7.7,5.1,3.3,2.6,10.0,9.5,61.2,-1.1,1941,2651,4016,4050,61,54,60,1375,142,150,2001,158,137,2885,114,149,124,84,5277,38,29,5218,5274,123,75,3363,1545200
Lineups,-203952-1628389-,A. Wiggins - B. Adebayo,1610612748,MIA,17,6,11,0.353,25.7,21.4,45.5,0.469,7.4,19.5,0.378,7.8,9.5,0.821,4.9,16.7,21.6,12.6,7.2,4.1,2.4,1.6,7.6,8.2,57.9,-0.8,2214,2416,3419,3481,63,109,94,2089,74,76,1595,207,239,1262,254,107,121,169,5235,153,193,4649,5047,229,107,3051,1311180
Lineups,-1629028-1641739-,D. Ayton - T. Camara,1610612757,POR,38,15,23,0.395,25.7,21.7,47.6,0.456,6.0,18.0,0.332,8.0,9.7,0.823,6.3,16.7,23.1,12.7,8.3,4.3,2.2,2.4,9.3,9.5,57.4,-3.5,877,1153,4691,3267,67,90,61,2713,242,145,3390,196,221,1224,51,104,82,162,5308,117,283,5144,5228,119,113,4721,2925075
Lineups,-1627827-1629029-,D. Finney-Smith - L. Dončić,1610612747,LAL,26,18,8,0.692,25.7,22.3,46.0,0.486,9.1,23.1,0.393,10.1,13.1,0.774,5.4,17.4,22.8,13.6,6.2,4.8,2.1,1.7,9.0,10.4,63.9,7.3,1485,918,2828,990,68,75,85,1356,10,15,1159,43,34,2662,153,77,86,118,5084,56,300,4746,5197,55,50,52,2000860
Lineups,-1630193-1630567-,I. Quickley - S. Barnes,1610612761,TOR,29,12,17,0.414,25.7,21.9,48.2,0.455,6.3,18.2,0.347,9.1,12.0,0.756,6.7,17.8,24.5,14.6,7.2,3.8,2.1,2.8,10.4,9.6,59.2,-0.6,1269,1467,4262,3120,62,83,56,2782,180,141,2772,103,62,3135,31,66,45,70,5228,208,324,5257,5302,110,94,2858,2239755
Lineups,-1626157-1628973-,K. Towns - J. Brunson,1610612752,NYK,57,37,20,0.649,25.7,24.1,47.3,0.509,6.0,16.3,0.369,9.6,11.9,0.806,5.4,16.6,22.0,15.2,6.8,3.9,1.8,2.8,8.4,11.1,63.8,3.2,327,211,4497,1293,66,42,65,647,220,225,1928,67,72,1639,157,115,104,47,5178,189,519,5255,5152,23,52,465,4391300
Lineups,-1629029-1630559-,L. Dončić - A. Reaves,1610612747,LAL,26,16,10,0.615,25.7,22.8,45.9,0.497,8.8,22.2,0.395,10.4,13.5,0.767,4.8,18.4,23.2,13.8,6.7,4.1,2.2,1.7,8.7,10.1,64.8,4.0,1485,1063,3223,1506,65,63,89,1012,13,21,1092,34,23,2832,284,50,77,108,5156,138,285,4656,5180,69,41,312,2003635
Lineups,-1629060-1630559-,R. Hachimura - A. Reaves,1610612747,LAL,54,35,19,0.648,25.7,22.8,45.8,0.497,7.2,18.7,0.384,10.2,12.5,0.819,4.9,18.3,23.1,14.9,7.3,3.9,2.5,2.4,8.6,10.6,63.0,3.0,395,265,4436,1297,64,64,90,1008,87,113,1386,37,50,1303,253,53,78,58,5246,185,153,5137,5171,44,61,501,4163520
